Order_ID,Order_Date,Shipping_Date,Delivery_Date,Region,City,Warehouse,Supplier,Product_ID,Category,Order_Quantity,Unit_Price,Total_Sales,Inventory_Level,Reorder_Level,Shipping_Mode,Delivery_Status
ORD15702,2023-12-14,2023-12-14,2023-12-21,North,Delhi,WH-B,Supplier Gamma,P133,Electronics,6,123,738,221,82,Same Day,On Time
ORD15703,2024-09-02,2024-09-02,2024-09-12,East,Kolkata,WH-B,Supplier Delta,P678,Clothing,18,278,5004,342,41,Express,Late
ORD15704,2024-12-01,2024-12-04,2024-12-10,East,Patna,WH-B,Supplier Omega,P741,Sports,19,290,5510,143,50,Same Day,On Time
ORD15705,2024-05-31,2024-06-01,2024-06-04,South,Chennai,WH-B,Supplier Gamma,P413,Sports,3,154,462,100,86,Standard,On Time
ORD15706,2024-02-13,2024-02-13,2024-02-22,North,Chandigarh,WH-E,Supplier Omega,P161,Electronics,12,205,2460,66,48,Same Day,Late
ORD15707,2024-02-15,2024-02-16,2024-02-17,South,Chennai,WH-B,Supplier Beta,P376,Health,17,228,3876,358,45,Express,On Time
ORD15708,2023-05-23,2023-05-24,2023-06-01,South,Chennai,WH-C,Supplier Delta,P732,Clothing,11,230,2530,217,70,Same Day,Late
ORD15709,2024-07-06,2024-07-09,2024-07-11,South,Chennai,WH-C,Supplier Omega,P999,Clothing,10,353,3530,411,73,Express,On Time
ORD15710,2024-11-28,2024-12-01,2024-12-08,East,Bhubaneswar,WH-B,Supplier Beta,P770,Health,6,166,996,424,46,Standard,On Time
ORD15711,2024-02-19,2024-02-20,2024-02-25,East,Kolkata,WH-B,Supplier Beta,P374,Electronics,10,370,3700,273,31,Same Day,On Time
ORD15712,2024-04-06,2024-04-06,2024-04-09,East,Kolkata,WH-D,Supplier Gamma,P758,Electronics,20,478,9560,276,42,Standard,On Time
ORD15713,2024-09-28,2024-09-28,2024-10-01,West,Pune,WH-E,Supplier Delta,P676,Health,20,312,6240,468,33,Standard,On Time
ORD15714,2024-01-20,2024-01-20,2024-01-22,South,Hyderabad,WH-C,Supplier Delta,P983,Home & Kitchen,1,209,209,27,49,Express,On Time
ORD15715,2024-04-27,2024-04-27,2024-05-07,West,Mumbai,WH-A,Supplier Gamma,P537,Clothing,1,315,315,68,35,Standard,Late
ORD15716,2023-03-11,2023-03-13,2023-03-19,West,Mumbai,WH-B,Supplier Beta,P327,Sports,7,328,2296,162,67,Express,On Time
ORD15717,2023-03-22,2023-03-25,2023-03-27,South,Chennai,WH-C,Supplier Beta,P230,Health,12,66,792,54,76,Express,On Time
ORD15718,2023-05-27,2023-05-28,2023-06-02,North,Lucknow,WH-B,Supplier Gamma,P499,Home & Kitchen,19,419,7961,463,33,Standard,On Time
ORD15719,2023-08-03,2023-08-03,2023-08-13,East,Patna,WH-A,Supplier Beta,P897,Health,16,182,2912,355,62,Standard,Late
ORD15720,2024-08-21,2024-08-23,2024-09-02,South,Bangalore,WH-E,Supplier Omega,P509,Sports,7,345,2415,337,47,Express,Late
ORD15721,2023-12-11,2023-12-12,2023-12-19,West,Pune,WH-D,Supplier Delta,P306,Home & Kitchen,3,380,1140,255,75,Express,On Time
ORD15722,2024-10-09,2024-10-11,2024-10-18,North,Lucknow,WH-D,Supplier Beta,P326,Clothing,4,463,1852,305,56,Standard,On Time
ORD15723,2024-10-14,2024-10-16,2024-10-22,West,Mumbai,WH-B,Supplier Delta,P229,Electronics,8,364,2912,115,39,Standard,On Time
ORD15724,2023-03-21,2023-03-21,2023-03-22,North,Delhi,WH-C,Supplier Delta,P552,Home & Kitchen,19,470,8930,328,70,Express,On Time
ORD15725,2024-03-20,2024-03-23,2024-04-01,South,Bangalore,WH-C,Supplier Delta,P204,Sports,6,73,438,451,99,Express,Late
ORD15726,2023-06-27,2023-06-30,2023-07-09,East,Kolkata,WH-E,Supplier Gamma,P950,Sports,3,362,1086,383,67,Standard,Cancelled
ORD15727,2024-05-25,2024-05-28,2024-06-02,North,Delhi,WH-B,Supplier Alpha,P334,Sports,3,451,1353,407,67,Same Day,On Time
ORD15728,2024-05-31,2024-06-02,2024-06-10,West,Mumbai,WH-E,Supplier Beta,P896,Health,14,181,2534,266,49,Same Day,Late
ORD15729,2023-12-14,2023-12-15,2023-12-20,South,Hyderabad,WH-B,Supplier Beta,P747,Sports,14,81,1134,137,29,Standard,Cancelled
ORD15730,2024-10-28,2024-10-30,2024-11-01,East,Kolkata,WH-E,Supplier Gamma,P965,Sports,13,322,4186,123,20,Standard,On Time
ORD15731,2024-07-22,2024-07-25,2024-07-30,East,Patna,WH-B,Supplier Beta,P721,Clothing,18,327,5886,145,92,Standard,On Time
ORD15732,2024-04-29,2024-04-30,2024-05-05,South,Hyderabad,WH-D,Supplier Delta,P864,Clothing,4,229,916,224,70,Standard,On Time
ORD15733,2023-02-25,2023-02-28,2023-03-06,West,Pune,WH-B,Supplier Alpha,P559,Health,3,109,327,92,92,Express,On Time
ORD15734,2023-07-13,2023-07-16,2023-07-22,West,Mumbai,WH-B,Supplier Beta,P358,Health,8,15,120,217,83,Same Day,On Time
ORD15735,2023-09-04,2023-09-04,2023-09-11,East,Patna,WH-D,Supplier Alpha,P242,Sports,19,125,2375,344,45,Standard,On Time
ORD15736,2023-05-29,2023-05-31,2023-06-10,West,Mumbai,WH-A,Supplier Beta,P441,Clothing,16,211,3376,365,52,Express,Late
ORD15737,2024-03-15,2024-03-15,2024-03-16,South,Hyderabad,WH-D,Supplier Alpha,P159,Home & Kitchen,5,111,555,241,43,Standard,On Time
ORD15738,2024-05-09,2024-05-10,2024-05-15,East,Bhubaneswar,WH-A,Supplier Delta,P661,Health,19,402,7638,69,95,Standard,On Time
ORD15739,2023-09-23,2023-09-24,2023-10-02,East,Patna,WH-D,Supplier Beta,P128,Health,16,338,5408,374,76,Express,Late
ORD15740,2024-01-20,2024-01-20,2024-01-29,South,Hyderabad,WH-C,Supplier Delta,P166,Sports,5,172,860,67,96,Standard,Late
ORD15741,2024-04-11,2024-04-12,2024-04-14,East,Patna,WH-C,Supplier Gamma,P564,Health,3,293,879,355,93,Standard,On Time
ORD15742,2023-03-15,2023-03-18,2023-03-19,East,Bhubaneswar,WH-B,Supplier Beta,P810,Sports,15,442,6630,190,20,Express,On Time
ORD15743,2024-01-15,2024-01-18,2024-01-23,West,Ahmedabad,WH-C,Supplier Beta,P982,Health,9,389,3501,293,75,Express,On Time
ORD15744,2024-02-29,2024-02-29,2024-03-09,South,Chennai,WH-D,Supplier Omega,P779,Sports,1,244,244,281,36,Standard,Late
ORD15745,2023-05-14,2023-05-15,2023-05-18,South,Chennai,WH-A,Supplier Gamma,P970,Health,14,472,6608,143,74,Same Day,On Time
ORD15746,2023-04-12,2023-04-13,2023-04-22,East,Patna,WH-D,Supplier Omega,P993,Sports,19,150,2850,48,53,Standard,Late
ORD15747,2024-09-23,2024-09-25,2024-10-03,South,Hyderabad,WH-A,Supplier Gamma,P394,Home & Kitchen,16,498,7968,470,88,Express,Late
ORD15748,2024-06-17,2024-06-19,2024-06-23,South,Chennai,WH-B,Supplier Beta,P927,Clothing,10,361,3610,328,93,Same Day,On Time
ORD15749,2024-10-03,2024-10-03,2024-10-07,North,Delhi,WH-C,Supplier Beta,P476,Electronics,17,21,357,416,84,Standard,On Time
ORD15750,2024-09-08,2024-09-10,2024-09-17,West,Mumbai,WH-D,Supplier Alpha,P425,Home & Kitchen,7,328,2296,486,66,Standard,On Time
ORD15751,2024-05-22,2024-05-24,2024-06-01,South,Hyderabad,WH-C,Supplier Gamma,P129,Electronics,16,447,7152,282,58,Same Day,Late
ORD15752,2023-11-19,2023-11-20,2023-11-23,East,Patna,WH-D,Supplier Alpha,P369,Clothing,3,247,741,103,86,Standard,On Time
ORD15753,2023-11-10,2023-11-11,2023-11-18,East,Bhubaneswar,WH-C,Supplier Beta,P433,Clothing,19,107,2033,455,37,Standard,On Time
ORD15754,2024-10-21,2024-10-23,2024-10-30,East,Bhubaneswar,WH-B,Supplier Gamma,P269,Clothing,14,373,5222,307,25,Express,On Time
ORD15755,2023-02-09,2023-02-09,2023-02-11,East,Bhubaneswar,WH-E,Supplier Omega,P370,Home & Kitchen,4,145,580,208,94,Same Day,On Time
ORD15756,2023-11-22,2023-11-22,2023-11-28,South,Hyderabad,WH-B,Supplier Beta,P248,Sports,16,119,1904,93,76,Same Day,On Time
ORD15757,2024-03-15,2024-03-18,2024-03-19,North,Chandigarh,WH-E,Supplier Gamma,P535,Sports,11,460,5060,478,100,Express,On Time
ORD15758,2023-03-14,2023-03-16,2023-03-26,West,Pune,WH-A,Supplier Beta,P946,Home & Kitchen,1,156,156,150,87,Same Day,Late
ORD15759,2024-05-23,2024-05-23,2024-05-25,East,Patna,WH-D,Supplier Gamma,P864,Clothing,2,437,874,34,35,Express,On Time
ORD15760,2023-01-02,2023-01-05,2023-01-13,West,Pune,WH-B,Supplier Delta,P569,Health,4,315,1260,34,89,Standard,Late
ORD15761,2024-11-03,2024-11-06,2024-11-07,North,Lucknow,WH-D,Supplier Alpha,P999,Electronics,19,241,4579,124,65,Standard,On Time
ORD15762,2024-01-15,2024-01-16,2024-01-22,East,Patna,WH-A,Supplier Alpha,P734,Electronics,20,114,2280,53,57,Express,On Time
ORD15763,2023-02-26,2023-03-01,2023-03-10,South,Chennai,WH-B,Supplier Gamma,P995,Electronics,11,471,5181,451,65,Standard,Late
ORD15764,2024-03-19,2024-03-19,2024-03-20,North,Chandigarh,WH-E,Supplier Omega,P683,Health,14,110,1540,67,23,Express,On Time
ORD15765,2024-06-11,2024-06-13,2024-06-21,North,Chandigarh,WH-E,Supplier Beta,P361,Clothing,9,228,2052,160,74,Same Day,Late
ORD15766,2024-02-20,2024-02-20,2024-03-01,West,Ahmedabad,WH-D,Supplier Beta,P475,Sports,10,145,1450,44,47,Standard,Late
ORD15767,2023-05-14,2023-05-16,2023-05-25,North,Chandigarh,WH-E,Supplier Delta,P861,Home & Kitchen,7,135,945,7,65,Same Day,Late
ORD15768,2024-05-07,2024-05-10,2024-05-14,East,Bhubaneswar,WH-E,Supplier Alpha,P175,Electronics,20,271,5420,378,32,Same Day,On Time
ORD15769,2023-12-13,2023-12-13,2023-12-14,West,Pune,WH-D,Supplier Alpha,P262,Home & Kitchen,14,253,3542,242,45,Standard,On Time
ORD15770,2023-11-30,2023-12-03,2023-12-07,West,Mumbai,WH-E,Supplier Delta,P278,Electronics,2,437,874,386,40,Standard,On Time
ORD15771,2024-03-21,2024-03-21,2024-03-29,East,Kolkata,WH-D,Supplier Alpha,P216,Health,1,245,245,220,65,Express,Late
ORD15772,2023-11-10,2023-11-11,2023-11-19,East,Patna,WH-E,Supplier Alpha,P231,Sports,19,184,3496,353,82,Standard,Late
ORD15773,2024-03-31,2024-04-01,2024-04-08,North,Chandigarh,WH-E,Supplier Beta,P743,Electronics,17,158,2686,243,37,Express,On Time
ORD15774,2024-12-09,2024-12-10,2024-12-18,West,Pune,WH-B,Supplier Gamma,P835,Home & Kitchen,16,438,7008,483,43,Same Day,Late
ORD15775,2023-03-21,2023-03-22,2023-03-23,South,Chennai,WH-A,Supplier Beta,P516,Health,8,224,1792,223,70,Same Day,On Time
ORD15776,2024-02-20,2024-02-21,2024-02-28,West,Mumbai,WH-E,Supplier Gamma,P784,Health,11,34,374,274,61,Same Day,On Time
ORD15777,2024-07-18,2024-07-18,2024-07-25,East,Bhubaneswar,WH-B,Supplier Omega,P553,Home & Kitchen,11,418,4598,486,34,Standard,On Time
ORD15778,2023-03-30,2023-04-02,2023-04-05,North,Chandigarh,WH-B,Supplier Beta,P670,Health,11,260,2860,384,79,Same Day,On Time
ORD15779,2023-03-10,2023-03-11,2023-03-14,North,Lucknow,WH-E,Supplier Beta,P828,Sports,15,374,5610,415,29,Express,On Time
ORD15780,2024-12-22,2024-12-22,2024-12-28,East,Bhubaneswar,WH-D,Supplier Beta,P141,Health,3,93,279,127,55,Same Day,On Time
ORD15781,2024-10-13,2024-10-14,2024-10-19,West,Pune,WH-B,Supplier Gamma,P855,Clothing,12,188,2256,153,32,Same Day,On Time
ORD15782,2023-04-21,2023-04-23,2023-04-25,South,Hyderabad,WH-A,Supplier Gamma,P988,Sports,16,90,1440,44,86,Express,On Time
ORD15783,2023-12-10,2023-12-10,2023-12-19,East,Bhubaneswar,WH-D,Supplier Gamma,P660,Home & Kitchen,9,278,2502,305,37,Same Day,Late
ORD15784,2023-05-05,2023-05-07,2023-05-17,West,Pune,WH-C,Supplier Delta,P777,Clothing,7,152,1064,349,74,Standard,Late
ORD15785,2023-08-19,2023-08-20,2023-08-24,South,Hyderabad,WH-B,Supplier Omega,P978,Electronics,17,267,4539,133,74,Same Day,On Time
ORD15786,2024-01-06,2024-01-09,2024-01-13,South,Chennai,WH-A,Supplier Beta,P382,Sports,20,311,6220,438,55,Standard,On Time
ORD15787,2023-02-03,2023-02-06,2023-02-09,West,Ahmedabad,WH-A,Supplier Delta,P327,Home & Kitchen,13,103,1339,471,42,Express,Cancelled
ORD15788,2024-10-14,2024-10-17,2024-10-19,North,Delhi,WH-C,Supplier Delta,P893,Clothing,10,196,1960,21,27,Same Day,On Time
ORD15789,2023-02-06,2023-02-08,2023-02-11,West,Ahmedabad,WH-D,Supplier Gamma,P253,Home & Kitchen,1,113,113,296,80,Express,On Time
ORD15790,2023-06-23,2023-06-25,2023-07-01,South,Bangalore,WH-E,Supplier Alpha,P887,Clothing,15,278,4170,117,76,Same Day,On Time
ORD15791,2024-09-01,2024-09-04,2024-09-09,North,Delhi,WH-A,Supplier Delta,P695,Health,3,469,1407,117,63,Express,On Time
ORD15792,2023-09-05,2023-09-08,2023-09-13,West,Ahmedabad,WH-A,Supplier Alpha,P361,Sports,12,189,2268,7,54,Express,On Time
ORD15793,2023-09-29,2023-10-02,2023-10-07,West,Ahmedabad,WH-B,Supplier Alpha,P426,Sports,17,233,3961,174,39,Same Day,On Time
ORD15794,2023-01-13,2023-01-13,2023-01-15,North,Lucknow,WH-D,Supplier Alpha,P949,Electronics,3,110,330,38,40,Express,On Time
ORD15795,2023-07-11,2023-07-11,2023-07-13,North,Chandigarh,WH-A,Supplier Delta,P822,Electronics,9,86,774,40,31,Express,On Time
ORD15796,2024-12-27,2024-12-30,2025-01-06,West,Ahmedabad,WH-C,Supplier Alpha,P713,Clothing,12,362,4344,375,86,Express,On Time
ORD15797,2023-07-31,2023-07-31,2023-08-03,West,Pune,WH-D,Supplier Omega,P462,Clothing,16,323,5168,445,40,Same Day,On Time
ORD15798,2023-05-18,2023-05-19,2023-05-21,North,Delhi,WH-B,Supplier Gamma,P290,Sports,8,374,2992,190,29,Standard,On Time
ORD15799,2024-05-21,2024-05-21,2024-05-26,South,Chennai,WH-B,Supplier Gamma,P259,Health,2,334,668,115,80,Same Day,On Time
ORD15800,2023-09-10,2023-09-13,2023-09-23,North,Delhi,WH-C,Supplier Omega,P418,Sports,13,10,130,154,80,Standard,Late
ORD15801,2023-01-14,2023-01-17,2023-01-23,West,Mumbai,WH-C,Supplier Delta,P202,Home & Kitchen,14,338,4732,11,36,Same Day,On Time
ORD15802,2023-11-19,2023-11-21,2023-11-29,North,Lucknow,WH-E,Supplier Omega,P604,Clothing,14,29,406,186,40,Express,Late
ORD15803,2024-05-06,2024-05-06,2024-05-11,South,Hyderabad,WH-A,Supplier Omega,P788,Health,11,325,3575,488,89,Express,On Time
ORD15804,2023-04-15,2023-04-18,2023-04-22,West,Mumbai,WH-E,Supplier Beta,P146,Home & Kitchen,20,335,6700,329,26,Same Day,On Time
ORD15805,2024-09-20,2024-09-20,2024-09-23,South,Chennai,WH-C,Supplier Beta,P502,Clothing,12,413,4956,306,95,Standard,On Time
ORD15806,2024-06-19,2024-06-21,2024-06-22,North,Delhi,WH-A,Supplier Alpha,P880,Clothing,19,111,2109,309,27,Standard,On Time
ORD15807,2024-04-02,2024-04-02,2024-04-09,West,Ahmedabad,WH-D,Supplier Delta,P584,Sports,14,36,504,239,94,Same Day,On Time
ORD15808,2023-05-08,2023-05-08,2023-05-17,East,Patna,WH-D,Supplier Omega,P200,Health,9,387,3483,179,45,Standard,Late
ORD15809,2024-04-07,2024-04-09,2024-04-15,West,Ahmedabad,WH-A,Supplier Alpha,P473,Clothing,12,207,2484,30,64,Express,On Time
ORD15810,2024-05-13,2024-05-15,2024-05-16,South,Chennai,WH-E,Supplier Gamma,P463,Clothing,8,163,1304,205,86,Express,On Time
ORD15811,2023-06-30,2023-07-03,2023-07-10,East,Patna,WH-D,Supplier Beta,P390,Electronics,3,448,1344,462,59,Same Day,On Time
ORD15812,2024-05-26,2024-05-26,2024-05-28,North,Chandigarh,WH-D,Supplier Beta,P949,Electronics,17,213,3621,151,59,Express,On Time
ORD15813,2023-01-23,2023-01-26,2023-01-27,South,Chennai,WH-E,Supplier Beta,P352,Home & Kitchen,8,77,616,233,66,Same Day,Cancelled
ORD15814,2024-12-23,2024-12-24,2024-12-27,West,Ahmedabad,WH-B,Supplier Gamma,P358,Clothing,10,445,4450,350,28,Same Day,On Time
ORD15815,2023-11-20,2023-11-23,2023-12-02,North,Delhi,WH-A,Supplier Beta,P540,Health,5,15,75,69,44,Same Day,Late
ORD15816,2023-07-04,2023-07-05,2023-07-08,West,Ahmedabad,WH-E,Supplier Alpha,P926,Clothing,11,380,4180,329,43,Standard,On Time
ORD15817,2024-06-05,2024-06-05,2024-06-10,South,Chennai,WH-A,Supplier Omega,P233,Sports,6,404,2424,189,38,Express,On Time
ORD15818,2023-06-03,2023-06-03,2023-06-07,East,Bhubaneswar,WH-D,Supplier Beta,P871,Sports,10,252,2520,473,84,Same Day,On Time
ORD15819,2023-10-17,2023-10-18,2023-10-24,South,Bangalore,WH-C,Supplier Gamma,P927,Sports,11,381,4191,66,31,Standard,On Time
ORD15820,2023-01-17,2023-01-20,2023-01-29,East,Bhubaneswar,WH-D,Supplier Beta,P952,Home & Kitchen,10,296,2960,311,47,Standard,Late
ORD15821,2023-06-17,2023-06-17,2023-06-24,South,Bangalore,WH-B,Supplier Delta,P663,Health,1,118,118,246,74,Express,On Time
ORD15822,2024-08-12,2024-08-14,2024-08-21,East,Bhubaneswar,WH-A,Supplier Alpha,P228,Electronics,8,129,1032,153,64,Same Day,On Time
ORD15823,2024-09-10,2024-09-10,2024-09-18,South,Bangalore,WH-C,Supplier Beta,P641,Sports,11,347,3817,211,44,Same Day,Late
ORD15824,2024-02-29,2024-03-01,2024-03-11,West,Ahmedabad,WH-B,Supplier Gamma,P932,Clothing,2,417,834,316,26,Express,Late
ORD15825,2024-11-17,2024-11-20,2024-11-22,West,Ahmedabad,WH-A,Supplier Delta,P495,Clothing,5,363,1815,139,29,Same Day,On Time
ORD15826,2024-07-23,2024-07-26,2024-08-02,South,Bangalore,WH-D,Supplier Alpha,P268,Home & Kitchen,16,37,592,431,44,Express,On Time
ORD15827,2024-09-21,2024-09-24,2024-10-03,East,Patna,WH-D,Supplier Beta,P312,Home & Kitchen,12,289,3468,264,63,Standard,Late
ORD15828,2024-03-16,2024-03-17,2024-03-19,South,Hyderabad,WH-E,Supplier Alpha,P280,Sports,16,106,1696,242,44,Express,On Time
ORD15829,2023-06-14,2023-06-17,2023-06-22,South,Chennai,WH-D,Supplier Omega,P741,Home & Kitchen,12,292,3504,431,97,Same Day,On Time
ORD15830,2023-04-14,2023-04-16,2023-04-18,South,Chennai,WH-C,Supplier Delta,P221,Electronics,16,377,6032,450,59,Express,On Time
ORD15831,2023-05-29,2023-06-01,2023-06-06,West,Ahmedabad,WH-E,Supplier Gamma,P228,Electronics,10,246,2460,483,29,Same Day,On Time
ORD15832,2023-03-11,2023-03-13,2023-03-15,East,Bhubaneswar,WH-C,Supplier Delta,P950,Electronics,16,14,224,416,54,Same Day,On Time
ORD15833,2023-06-26,2023-06-29,2023-07-07,North,Lucknow,WH-A,Supplier Beta,P903,Health,7,317,2219,338,79,Express,Late
ORD15834,2023-06-16,2023-06-17,2023-06-19,South,Hyderabad,WH-C,Supplier Gamma,P156,Home & Kitchen,7,258,1806,58,67,Same Day,On Time
ORD15835,2023-11-11,2023-11-13,2023-11-16,North,Chandigarh,WH-C,Supplier Omega,P663,Home & Kitchen,9,318,2862,84,39,Same Day,On Time
ORD15836,2024-06-14,2024-06-14,2024-06-21,South,Hyderabad,WH-B,Supplier Alpha,P975,Electronics,1,452,452,137,68,Standard,On Time
ORD15837,2024-09-12,2024-09-13,2024-09-22,North,Lucknow,WH-D,Supplier Alpha,P216,Electronics,12,463,5556,381,86,Standard,Late
ORD15838,2024-11-03,2024-11-05,2024-11-06,South,Hyderabad,WH-D,Supplier Omega,P998,Sports,5,372,1860,491,99,Express,On Time
ORD15839,2024-08-02,2024-08-04,2024-08-07,North,Delhi,WH-C,Supplier Alpha,P831,Home & Kitchen,9,329,2961,254,49,Express,On Time
ORD15840,2024-07-03,2024-07-04,2024-07-09,East,Patna,WH-A,Supplier Alpha,P105,Health,17,152,2584,424,37,Standard,On Time
ORD15841,2023-12-04,2023-12-06,2023-12-10,North,Chandigarh,WH-C,Supplier Alpha,P942,Home & Kitchen,15,64,960,452,78,Standard,On Time
ORD15842,2024-11-03,2024-11-04,2024-11-10,North,Delhi,WH-E,Supplier Alpha,P792,Electronics,6,239,1434,149,43,Express,On Time
ORD15843,2023-01-03,2023-01-06,2023-01-12,South,Bangalore,WH-C,Supplier Beta,P300,Health,12,57,684,216,75,Same Day,On Time
ORD15844,2023-09-19,2023-09-19,2023-09-22,South,Chennai,WH-C,Supplier Beta,P610,Home & Kitchen,5,310,1550,177,81,Express,On Time
ORD15845,2024-04-13,2024-04-15,2024-04-17,West,Ahmedabad,WH-C,Supplier Gamma,P467,Home & Kitchen,17,482,8194,482,65,Express,On Time
ORD15846,2024-08-18,2024-08-20,2024-08-27,South,Chennai,WH-D,Supplier Beta,P195,Home & Kitchen,12,43,516,238,94,Standard,On Time
ORD15847,2024-08-30,2024-08-30,2024-09-08,South,Bangalore,WH-D,Supplier Delta,P432,Home & Kitchen,1,480,480,420,37,Standard,Late
ORD15848,2023-03-24,2023-03-25,2023-04-02,East,Kolkata,WH-E,Supplier Alpha,P968,Sports,3,434,1302,412,74,Express,Late
ORD15849,2024-04-04,2024-04-04,2024-04-11,North,Chandigarh,WH-A,Supplier Beta,P150,Clothing,8,362,2896,146,26,Same Day,On Time
ORD15850,2023-01-22,2023-01-22,2023-01-29,East,Kolkata,WH-E,Supplier Delta,P268,Electronics,4,203,812,100,31,Express,On Time
ORD15851,2024-04-08,2024-04-10,2024-04-18,South,Bangalore,WH-E,Supplier Alpha,P911,Clothing,7,245,1715,329,83,Same Day,Late
ORD15852,2023-11-09,2023-11-10,2023-11-18,West,Ahmedabad,WH-A,Supplier Alpha,P187,Home & Kitchen,8,487,3896,359,49,Same Day,Late
ORD15853,2024-11-18,2024-11-18,2024-11-19,South,Bangalore,WH-C,Supplier Delta,P127,Sports,2,474,948,16,61,Same Day,On Time
ORD15854,2024-08-11,2024-08-11,2024-08-21,East,Bhubaneswar,WH-A,Supplier Alpha,P937,Home & Kitchen,20,299,5980,332,48,Standard,Late
ORD15855,2023-02-03,2023-02-03,2023-02-08,South,Chennai,WH-D,Supplier Omega,P248,Home & Kitchen,5,22,110,266,35,Standard,On Time
ORD15856,2023-06-08,2023-06-08,2023-06-16,East,Patna,WH-C,Supplier Delta,P930,Health,2,233,466,39,61,Same Day,Late
ORD15857,2023-08-21,2023-08-22,2023-08-23,North,Chandigarh,WH-A,Supplier Beta,P594,Sports,15,78,1170,312,67,Standard,On Time
ORD15858,2024-07-13,2024-07-16,2024-07-22,East,Bhubaneswar,WH-B,Supplier Delta,P529,Sports,5,461,2305,262,67,Same Day,On Time
ORD15859,2023-04-03,2023-04-05,2023-04-13,East,Patna,WH-A,Supplier Alpha,P739,Electronics,2,131,262,82,76,Same Day,Late
ORD15860,2024-12-01,2024-12-03,2024-12-05,South,Hyderabad,WH-D,Supplier Gamma,P949,Electronics,20,485,9700,482,68,Express,On Time
ORD15861,2023-07-02,2023-07-02,2023-07-03,North,Delhi,WH-C,Supplier Gamma,P649,Electronics,20,487,9740,385,54,Express,On Time
ORD15862,2024-03-28,2024-03-28,2024-04-07,South,Hyderabad,WH-E,Supplier Gamma,P112,Clothing,3,40,120,23,42,Express,Late
ORD15863,2024-11-09,2024-11-11,2024-11-18,East,Kolkata,WH-C,Supplier Gamma,P287,Health,10,128,1280,279,24,Express,On Time
ORD15864,2024-08-15,2024-08-15,2024-08-18,West,Pune,WH-C,Supplier Beta,P544,Sports,14,334,4676,242,27,Express,On Time
ORD15865,2024-03-09,2024-03-10,2024-03-14,North,Chandigarh,WH-A,Supplier Omega,P622,Clothing,2,361,722,292,82,Same Day,On Time
ORD15866,2023-10-23,2023-10-25,2023-10-26,East,Bhubaneswar,WH-A,Supplier Beta,P707,Home & Kitchen,14,154,2156,314,34,Standard,On Time
ORD15867,2023-08-01,2023-08-03,2023-08-08,East,Patna,WH-E,Supplier Omega,P900,Home & Kitchen,1,39,39,372,74,Same Day,On Time
ORD15868,2024-09-15,2024-09-18,2024-09-21,South,Chennai,WH-B,Supplier Beta,P825,Clothing,13,164,2132,104,99,Express,On Time
ORD15869,2024-03-15,2024-03-17,2024-03-21,South,Chennai,WH-D,Supplier Omega,P162,Clothing,8,457,3656,203,32,Express,On Time
ORD15870,2023-01-05,2023-01-08,2023-01-17,South,Bangalore,WH-D,Supplier Alpha,P790,Home & Kitchen,4,179,716,4,52,Standard,Late
ORD15871,2024-04-20,2024-04-21,2024-04-30,West,Pune,WH-B,Supplier Gamma,P657,Sports,18,114,2052,335,54,Standard,Late
ORD15872,2024-08-27,2024-08-29,2024-09-06,North,Chandigarh,WH-D,Supplier Delta,P825,Home & Kitchen,20,133,2660,106,49,Same Day,Late
ORD15873,2024-06-10,2024-06-11,2024-06-20,West,Pune,WH-D,Supplier Delta,P648,Sports,7,341,2387,84,63,Same Day,Late
ORD15874,2024-08-01,2024-08-04,2024-08-10,West,Pune,WH-B,Supplier Gamma,P946,Health,1,437,437,294,42,Standard,Cancelled
ORD15875,2024-05-27,2024-05-29,2024-05-30,North,Chandigarh,WH-B,Supplier Beta,P807,Electronics,9,366,3294,353,75,Same Day,On Time
ORD15876,2024-04-17,2024-04-20,2024-04-25,East,Kolkata,WH-A,Supplier Gamma,P467,Electronics,18,101,1818,304,64,Standard,On Time
ORD15877,2024-05-24,2024-05-25,2024-06-01,West,Ahmedabad,WH-B,Supplier Alpha,P899,Electronics,18,54,972,34,24,Express,On Time
ORD15878,2024-08-13,2024-08-13,2024-08-17,North,Lucknow,WH-B,Supplier Delta,P786,Home & Kitchen,13,260,3380,417,24,Standard,On Time
ORD15879,2024-02-18,2024-02-18,2024-02-21,West,Mumbai,WH-E,Supplier Gamma,P755,Sports,15,255,3825,184,35,Express,On Time
ORD15880,2023-07-14,2023-07-17,2023-07-18,South,Bangalore,WH-E,Supplier Gamma,P598,Health,13,82,1066,313,80,Same Day,On Time
ORD15881,2023-05-23,2023-05-23,2023-05-27,South,Hyderabad,WH-A,Supplier Gamma,P260,Home & Kitchen,7,192,1344,281,35,Same Day,On Time
ORD15882,2023-04-10,2023-04-12,2023-04-16,East,Bhubaneswar,WH-D,Supplier Omega,P626,Sports,3,442,1326,421,60,Same Day,On Time
ORD15883,2023-03-18,2023-03-19,2023-03-23,East,Patna,WH-E,Supplier Delta,P376,Sports,8,154,1232,479,46,Standard,On Time
ORD15884,2023-08-06,2023-08-09,2023-08-15,South,Hyderabad,WH-A,Supplier Delta,P707,Home & Kitchen,18,28,504,375,58,Express,On Time
ORD15885,2023-12-14,2023-12-16,2023-12-22,North,Chandigarh,WH-E,Supplier Omega,P533,Clothing,13,234,3042,141,92,Same Day,On Time
